,adult,belongs_to_collection,budget,genres,homepage,id,imdbId,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
27220,False,,0,[],,161967,tt0024569,en,Sittin' on a Backyard Fence,Cats fighting each other over a tabby around the eponymous back yard fence.,0.036471,/3HvLgvpgcBNyjpM1ahozDBXJAqH.jpg,[],[],1933-12-15,0.0,7.0,[],Released,,Sittin' on a Backyard Fence,False,4.0,1.0
27226,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,200574,tt0024684,en,Topaze,"An honest and naive schoolteacher gets a lesson in how the world works outside the classroom, when a rich Baron and his mistress use the teacher's name and outstanding reputation in a crooked business scheme.",0.297406,/uiZwGpm9DH26fON6FhUS0JucbLX.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-02-24,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Topaze,False,6.0,2.0
27242,False,,0,"[{'id': 18, 'name': 'Drama'}]",,207636,tt0018795,en,The Cossacks,"Stirring romance, hard riding, desperate fighting with the Cossacks playing their game of war and chivalry. A mighty picturization of Count Leo Tolstoi's famous novel of the same name.",0.373143,/ySWzwzxAmnlWPbIIaHXu4jrzXYW.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-06-23,0.0,92.0,[],Released,,The Cossacks,False,0.0,0.0
27252,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,84337,tt0023202,en,Me and My Gal,"The film tells the story of jaunty young policeman Danny Dolan (Tracy), who falls in love with waterfront cafe waitress Helen Riley (Bennett)",0.429111,/xMcdjt1dbhFUI7fJrZMQdpDrj1a.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-12-04,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Me and My Gal,False,4.8,4.0
27258,False,,0,"[{'id': 18, 'name': 'Drama'}]",,26714,tt0023629,en,Two Seconds,"A condemned murderer, in the process of being executed, relives the events that led to his being sentenced to die in the electric chair.",0.504054,/sg0RuQWrjsWdBoTieqoDjKoddHd.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-05-28,0.0,67.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,HIS LIFE WAS A LIVING HELL until he killed the thing that Crushed him!,Two Seconds,False,6.1,5.0
27267,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,42752,tt0025499,en,Midnight,"Jury foreman Edward Weldon's questioning leads to the death sentence for Ethel Saxon. His daughter Stella claims to have killed her lover, the gangster Garboni, just as Saxon was to sit in the electric chair.",0.521537,/bCRhVqKIDryiwkWNjSAdHrbzKVu.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-03-17,0.0,76.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Midnight,False,3.1,5.0
27336,False,,0,"[{'id': 18, 'name': 'Drama'}]",,52355,tt0023028,en,Hot Saturday,A pretty but virtuous small-town bank clerk is the victim of a vicious rumor from an unsuccessful suitor that she spent the night with a notorious womanizer.,0.148579,/2lt33a6KDsxN6LEif69MTMS145T.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-10-28,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They gave her a bad name...and she lived up to it!,Hot Saturday,False,4.0,3.0
27358,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,147618,tt0016394,en,Stage Struck,"Stage Struck (1925) is a silent comedy film starring Gloria Swanson, Lawrence Gray, Gertrude Astor, and Ford Sterling. The film was directed by Allan Dwan, and released by Paramount Pictures with sequences filmed in the early two-color Technicolor. The film, including its Technicolor sequences was restored by the George Eastman House film archive in 2004.",0.113306,/g5mwje0Gf7JEWqS4RMy6BMZML1c.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-11-16,0.0,70.0,[],Released,,Stage Struck,False,5.0,1.0
27374,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",,103938,tt0024675,en,Today We Live,"The two lovers are living together and are not married as they hesitantly explain to her brother. They had made a promise as children to get married when they grew up, but they ""didn't wait."" It's an important plot point as it drives Cooper's actions when he discovers that Crawford and Young are living in sin.",0.51328,/ib4fOwF3NgI8hOExotSztNvzgKU.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-03-03,0.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Today We Live,False,2.0,2.0
27420,False,,0,"[{'id': 18, 'name': 'Drama'}]",,49308,tt0021406,ja,その夜の妻,"The film revolves around a desperate man who commits a crime in order to support his family, and the moral dilemma the policeman who tracks him down finds himself in.",0.184671,/AuZZKEfnCUy4Y7956sBQLt7j7Ic.jpg,"[{'name': 'Shôchiku Eiga', 'id': 5070}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1930-07-06,0.0,65.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,That Night's Wife,False,5.2,5.0
27451,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,82178,tt0024685,en,Torch Singer,"When she can't support her illegitimate child, an abandoned young woman puts her up for adoption and pursues a career as a torch singer.",0.073011,/rZ9acu481kxvRJntTexkluMpPjB.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-09-08,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Torch Singer,False,4.0,1.0
27453,False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,114626,tt0023902,es,El compadre Mendoza,"During Mexican Revolution, Rosalio Mendoza (Del Diestro) survives by making and winning favors from both factions, the governmental forces and Zapata's Army. His hacienda welcomes everybody, and Mendoza is considered a good friend of his guests. Eventually, the situation becomes unsustainable and he has to take sides. Betrayal and deception overcome and Mendoza's dark side surfaces",0.430045,/tYuKVUAKWaYdpnXhSIRMP9kaOYR.jpg,"[{'name': 'Interamericana Films', 'id': 11645}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",1934-04-05,0.0,85.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,El compadre Mendoza,False,5.8,8.0
27454,False,,0,"[{'id': 18, 'name': 'Drama'}]",,166883,tt0025198,fr,Le grand jeu,"Pierre , a young lawyer, has enormous debts due to his mistress Florence  and her whims of luxury life. Pierre has gone too far and put the family firm in jeopardy. They ask him to expatriate. To avoid scandal, Pierre joins the Foreign Legion. In Morocco, near the desert, Pierre goes with his comrades of the Legion to a bar-restaurant-brothel, owned by a shady character, Mr. Clement . Clement lives more or less with Ms.Blanche  who is a fortune teller with cards, as a hobby. But Clement is also after his girls now and then. Pierre is still obsessed with Florence but he meets Irma , one of Clement's girls, who is the double of Florence except for hair color. Irma has had an accident and has lost part of her memory at a certain point of her recent past, and Pierre slowly persuades himself she is Florence, but cannot remember it. Advised by Ms.Blanche, Irma finally accepts to act as if she was Florence because she is falling in love with Pierre.",0.426592,/w8cqUkGJpzJ09ORIh88u56Tezpn.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1934-05-02,0.0,110.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Le Grand Jeu,False,8.0,3.0
27535,False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",,161885,tt0023800,en,Betty Boop's Hallowe'en Party,Betty Boop hosts a Hallowe'en party with a few uninvited guests.,0.151893,/4r1XrHaab7ruVhVTb9GsEOwvqNJ.jpg,"[{'name': 'Fleischer Studios', 'id': 8302}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-11-03,0.0,7.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Betty Boop's Hallowe'en Party,False,6.7,3.0
27539,False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,52035,tt0007108,en,The Mystery of the Leaping Fish,"Coke Ennyday, the scientific detective, divides his own time in periods for ""Sleep"", ""Eat"", ""Dope"" and ""Drink"". In fact he's used to overcome every situation with drugs: consuming it to increase his energies or injecting it in his opponents to KO them. To help the police he discovers a contraband of opium (which he eagerly tastes) transported with ""Leaping Fishes"", and the blackmail of a mysterious man who wants to marry the ""fish blower"" girl. Will Coke be able to free the girl ?",0.436214,/pwhfQ6fRPLpmLWUsEnp48zcIUgN.jpg,"[{'name': 'Triangle Film Corporation', 'id': 1307}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1916-06-11,0.0,25.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Mystery of the Leaping Fish,False,6.5,4.0
27555,False,,0,"[{'id': 16, 'name': 'Animation'}]",,77022,tt0019968,en,The Haunted House,Mickey seeks shelter from a storm in a house that turns out to be haunted.The skeletons command him to play the organ; they dance and play along.,0.612755,/jXrCPA4T7HCYEghEHNaii2yWiXj.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Celebrity Productions', 'id': 3197}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-12-02,0.0,7.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Haunted House,False,6.6,9.0
27564,False,,11087,"[{'id': 16, 'name': 'Animation'}]",,53178,tt0021720,en,The Cat's Out,"A cat, being sent out for the night, begins to make trouble for some birds. He later has a nightmare that the birds grow and begin to extract their revenge.",0.092377,/7TFUcKpMeF0jho0VqqW0B3FpDQU.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-07-28,0.0,7.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Cat's Out,False,7.0,2.0
27569,False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,190352,tt0019715,en,Bouncing Babies,"With Wheezer's new baby brother getting all the attention, he tries to send the baby back.",0.006143,/4HOZQU9b1STG0mhw858OLxZqufJ.jpg,"[{'name': 'Hal Roach Studios', 'id': 2159}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-10-11,0.0,20.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bouncing Babies,False,0.0,0.0
27763,False,,0,[],,205504,tt0002544,en,Trädgårdsmästaren,The Gardener is a 1912 Swedish silent drama film directed by Victor Sjöström. It is mostly known for being the first film to ever be banned by the Swedish censor system.,0.167329,/tEkSqtJZcan3gTMBzOP9cFj0wwp.jpg,[],[],1912-10-16,0.0,34.0,[],Released,,The Gardener,False,5.0,1.0
27765,False,,0,[],,206390,tt0008710,en,Tösen från Stormyrtorpet,"A 1917 Swedish drama film directed by Victor Sjöström, based on a 1913 novel by Selma Lagerlöf. It was the first in a series of successful Lagerlöf adaptions by Sjöström, made possible by a deal between Lagerlöf and A-B Svenska Biografteatern (later AB Svensk Filmindustri) to adapt at least one Lagerlöf novel each year. Lagerlöf had for many years denied any proposal to let her novels be adapted for film, but after seeing Sjöström's Terje Vigen she finally decided to give her allowance.",0.001276,/z11urU1BjpDgvXPr1sKHj05ll5C.jpg,[],[],1917-09-09,0.0,74.0,[],Released,,The Girl from the Marsh Croft,False,0.0,0.0
27766,False,,0,"[{'id': 18, 'name': 'Drama'}]",,133643,tt0011362,sv,Karin Ingmarsdotter,"Karin Daughter of Ingmar (Swedish: Karin Ingmarsdotter) is a 1920 Swedish silent drama film directed by Victor Sjöström. It is the second part in Sjöström's large-scale adaption of Selma Lagerlöf's novel Jerusalem, following Sons of Ingmar from the year before, and depicting chapter three and four from the novel. The critical reception was however unenthusiastic and Sjöström decided to not direct any more parts. Eventually the suite was finished by Gustaf Molander in 1926.",0.148494,/wPZiVvCxxaYithesN3AcxHkw97P.jpg,"[{'name': 'Svenska Biografteatern AB', 'id': 17620}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1920-02-02,0.0,115.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Karin Daughter of Ingmar,False,5.0,1.0
27767,False,,0,"[{'id': 18, 'name': 'Drama'}]",,116991,tt0011370,sv,Klostret i Sendomir,"When two riders come to the monastery seeking shelter for the night they inquire from one of the monks about the founding of the monastery. The old monk reluctantly recounts the story of Count Starschensky, a nobleman of wealth and property. Starschensky is blessed with domestic happiness, however, he later finds that his young wife, Elga, has been sneaking her lover into the castle in evenings when he is away, and that their only child is not his, but a product of this affair. Tragedy ensues and the count sells his estates and establishes the monastery as part of his penance.",0.113587,/gXOI46nUs0UutKnWPGZrKbRYvlQ.jpg,"[{'name': 'Svenska Biografteatern AB', 'id': 17620}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1920-01-01,0.0,54.0,[],Released,,The Monastery of Sendomir,False,6.0,3.0
27794,False,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",http://de.wikipedia.org/wiki/Gertie_the_Dinosaur,100246,tt0004008,en,Gertie the Dinosaur,"Although not the first feature-length animated film, as is sometimes thought, it was the first cartoon to feature a character with an appealing personality. The appearance of a true character distinguished it from earlier animated ""trick films"", such as those of Blackton and Cohl, and makes it the predecessor to later popular cartoons such as those by Walt Disney. The film was also the first to be created using keyframe animation.",1.914726,/6zQNAso7pVpVUPVLIv86bsbDlUW.jpg,"[{'name': 'Vitagraph Company of America', 'id': 15634}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1914-09-15,0.0,12.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest animal act in the world!!!,Gertie the Dinosaur,False,6.7,27.0
28027,False,"{'id': 188534, 'name': 'Fantômas Serial', 'poster_path': '/uDtUG0xUCDlWgnbLjTpGn9Z4GNO.jpg', 'backdrop_path': None}",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,56511,tt0003037,fr,Fantômas: Juve contre Fantômas,"When a disfigured body of a woman is found in the lodgings of Dr. Chaleck, Inspector Juve immediately suspects this to be the work of his arch-enemy, the master criminal Fantômas. He and journalist Fandor trail Chaleck across Paris and see him being handed a note by a girl called Joséphine. Joséphine is the lover of Martialle, an employee of a distillery company who is taking a large sum of money by train. Fandor follows them onto the train where he and Martialle are robbed by Fantômas. Fantômas sends a telegram to Juve, purporting to be from Fandor, to lure him to the distillery. Informed by Martialle, Fandor has gone there himself. He and Juve fire shots at each other by mistake, before being caught in a violent ambush. Juve and Fandor return to Paris and decide to pay a visit to Lady Bentham’s former house. To their surprise, Lady Bentham returns to the house to meet her one-time lover Fantômas. They overhear Fantômas saying that he intends to dispose of Juve in three days’ time.",0.787866,/s0NFAbdpqyKue9sbLkrHv7HNPuB.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1913-09-12,0.0,59.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Fantômas: Juve Against Fantômas,False,6.4,11.0
28028,False,"{'id': 188534, 'name': 'Fantômas Serial', 'poster_path': '/uDtUG0xUCDlWgnbLjTpGn9Z4GNO.jpg', 'backdrop_path': None}",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,56516,tt0003165,fr,Fantômas: Le mort qui tue,"Fantômas murders a baroness, cleverly framing the artist Dollon for the crime. Then Dollon is mysteriously murdered whilst in prison. After the body disappears from inside the prison, a series of crimes take place, leaving behind the fingerprints of the dead man. With Juve presumed dead, Fandor must investigate alone. Will Fantomas finally be brought to justice?",0.414734,/xaLTg4O5ATQBcNQIrYZ4hwfeuET.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1913-11-28,0.0,90.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Fantômas: The Dead Man Who Killed,False,6.4,8.0
28029,False,"{'id': 188534, 'name': 'Fantômas Serial', 'poster_path': '/uDtUG0xUCDlWgnbLjTpGn9Z4GNO.jpg', 'backdrop_path': None}",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,56512,tt0003930,fr,Fantômas: Fantômas contre Fantômas,"After his failed attempts to capture the ruthless crook and serial murderer Fantômas, Inspecteur Juve becomes the victim of a virulent press campaign which accuses him of being Fantômas himself. Whilst Juve languishes in a prison cell, his friend, journalist Fandor, attempts to clear his name by tracking the real Fantômas. Meanwhile, the police are investigating the disappearance of a debt collector. An American detective Tom Bob finds the body concealed in a newly built wall and offers to carry out his own investigation to find Fantômas. Lady Beltham, former lover and victim of Fantômas, receives a visit from Tom Bob, whom she instantly recognizes as Fantômas. The arch-criminal compels her to organize a charity ball, ostensibly to raise funds to bring Fantômas to justice. Hearing about the ball, and suspecting that Fantômas will almost certainly be there, Fandor decides to attend, dressed as the infamous criminal.",0.322249,/a1uMK1SSG9fpTKqS6HhRKpGC1O0.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1914-03-13,0.0,59.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Fantômas: Fantômas Against Fantômas,False,6.2,8.0
28030,False,"{'id': 188534, 'name': 'Fantômas Serial', 'poster_path': '/uDtUG0xUCDlWgnbLjTpGn9Z4GNO.jpg', 'backdrop_path': None}",0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,56515,tt0003952,fr,Fantômas: Le faux magistrat,"Inspector Juve finds out that Fantômas is serving a prison sentence in Belgium. Desperately eager to get the master criminal to France, Inspecteur Juve comes up with a plot to allow Fantômas to escape.",0.237483,/cJClawkgvMWTsxnTnoVa47W3FTh.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1914-05-08,0.0,70.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Fantômas: The False Magistrate,False,5.4,6.0
28242,False,,0,[],,175503,tt0011833,de,Von morgens bis Mitternacht,"A Cashier in a bank in a small German town is alerted to the power of money by the visit of a rich Italian lady. He embezzles 60, 000 Marks and leaves for the capital city, where he attempts to find satisfaction in politics, sport, love and religion.",0.151641,/ripPHXpLJ16oongRQstvD9YWSKv.jpg,"[{'name': 'Ilag-Film', 'id': 82618}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1920-01-01,0.0,72.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,From Morn to Midnight,False,7.7,3.0
28330,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",,46510,tt0012278,en,The High Sign,"Buster is thrown off a train near an amusement park. There he gets a job in a shooting gallery run by the Blinking Buzzards mob. Ordered to kill a businessman, he winds up protecting the man and his daughter by outfitting their home with trick devices.",0.908985,/gfm1qL4of2ZjVxeL1RLRprALlKN.jpg,"[{'name': 'Joseph M. Schenck Productions', 'id': 13913}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1921-04-18,0.0,21.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What A Predicament!,The High Sign,False,7.2,18.0
28708,False,,0,"[{'id': 37, 'name': 'Western'}]",,200324,tt0006753,en,The Half-Breed,A Western outsider tries to help a woman on the run after killing her faithless lover,0.002948,/6nrAHiEEPVGc7wvgZRvY4vAXKUp.jpg,"[{'name': 'Fine Arts Film Company', 'id': 36191}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1916-07-30,0.0,50.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Half-Breed,False,0.0,0.0
28744,False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",,67654,tt0025477,fr,Fétiche,"A toy stuffed dog has just been sewn together when it hears a young child ask for an orange. The child's mother explains that they have no money, and so she cannot buy any oranges. The dog is then packed up along with a box full of other toys to be sold, but it soon winds up in the street. The dog picks up an orange from a curb side stand, and hopes to take it home to the child. But that night, before the dog can get back to the child's home, it must face a series of strange and frightening adventures.",0.518636,/9J2WtOYjql5AKvcWOiP8TJPxqx8.jpg,"[{'name': 'Gelma-Films', 'id': 70303}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1933-01-01,0.0,26.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Mascot,False,7.3,11.0
29072,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,184267,tt0013802,en,The Young Rajah,A young man raised in the American South discovers he is an Indian prince whose throne was taken by usurpers.,0.292011,/aAIiud72SJT2ldyWmc3zbXkloo2.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1922-11-11,0.0,54.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"HE WAS A PRINCE of India, she an American girl.",The Young Rajah,False,0.0,0.0
29231,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",,156329,tt0022103,en,The Mad Genius,"A crippled puppeteer rescues an abused young boy and turns the boy into a great ballet dancer. Complications ensue when, as a young man, the dancer falls in love with a young woman the puppeteer is also in love with.",0.979796,/rUEmvSzV9Kk9RWEMgikdfdomNR2.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-11-07,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Mad Genius,False,6.7,3.0
29367,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,44409,tt0011521,en,"Number, Please?","While at an amusement park, trying vainly to forget the girl he has lost, a young man sees the girl with her new boyfriend. When her dog gets loose in the park, both suitors have to help her catch it. Then, the girl's uncle, a balloonist, gives her a pass for two in his balloon, provided that her mother approves. She then offers to take along the first of her admirers who is able to get her mother's consent.",0.176743,/hMXMKetn6rCiGvvUrSzBeImPpkG.jpg,[],[],1920-12-26,0.0,25.0,[],Released,,"Number, Please?",False,7.4,5.0
29490,False,,0,"[{'id': 18, 'name': 'Drama'}]",,131455,tt0022440,en,The Struggle,A young couple's marriage is jeopardized by the husband's descent into alcoholism.,0.174509,/36X5AwuYS2ih9UwjPmAFdFllrDV.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'D.W. Griffith Productions', 'id': 4759}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-12-10,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Struggle,False,5.0,4.0
29561,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,80168,tt0020590,en,The Wild Party,A comely collegian (Clara Bow) falls for an anthropology professor (Fredric March) and accompanies him on a jungle expedition.,0.369766,/kjWkriJ1p9toEItekT5rFbv1mSp.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1929-04-06,0.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Life of the Party and how!,The Wild Party,False,7.0,2.0
29719,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,183832,tt0020693,en,Billy the Kid,"Billy, after shooting down land baron William Donovan's henchmen for killing Billy's boss, is hunted down and captured by his friend, Sheriff Pat Garrett. He escapes and is on his way to Mexico when Garrett, recapturing him, must decide whether to bring him in or to let him go.",0.875418,/lo9ieWm6qhP379k3Zh71xSIoApS.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-10-18,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Billy the Kid,False,0.0,1.0
29842,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,175869,tt0014446,de,Der Schatz,"On the surface a straightforward tale of the search for a buried treasure, the film is a textbook example of German expressionism, with the passions of the protagonists conveyed as much through symbolism as action.",0.314569,/ryuzSKT2HnizTpfQg5zUcmAXfHF.jpg,"[{'name': 'Carl Froelich-Film GmbH', 'id': 89292}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1923-02-23,0.0,80.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Treasure,False,0.0,0.0
29843,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,50868,tt0017813,en,Do Detectives Think?,An escaped convict is out to kill the judge who sentenced him. Two inept detectives are hired to guard the judge.,0.10367,/2lISlRGiKSofjnQy7HrzoF2lwlZ.jpg,"[{'name': 'Hal Roach Studios', 'id': 2159}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1927-11-20,0.0,19.0,[],Released,,Do Detectives Think?,False,6.0,1.0
29844,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,50922,tt0019607,en,You're Darn Tootin',"Members of a municipal band, Stanley and Oliver seem to be always following someone else's lead, rather than that of the temperamental conductor.",0.548443,/vAMhQKxXvsrVvq1cbc4L1vXfvl3.jpg,"[{'name': 'Hal Roach Studios', 'id': 2159}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-04-21,0.0,20.0,[],Released,,You're Darn Tootin',False,5.5,5.0
29858,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",,208517,tt0005149,en,The Coward,"Set during the American Civil War, Keenan stars as a Virginia colonel and Charles Ray as his weak-willed son. The son is forced, at gunpoint, by his father to enlist in the Confederate army. He is terrified by the war and deserts during a battle. The film focuses on the son's struggle to overcome his cowardice.",0.412738,/jq1XAIb43ca0RiURrey2bdQyVOi.jpg,"[{'name': 'Kay-Bee Pictures', 'id': 36181}, {'name': 'New York Motion Picture', 'id': 50574}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1915-11-14,0.0,77.0,[],Released,,The Coward,False,4.5,2.0
29861,False,,0,"[{'id': 18, 'name': 'Drama'}]",,188465,tt0025393,en,The Life of Vergie Winters,"A small town politician, kept from marrying the love of his life, eventually marries another woman and his career ascends, but he secretly continues the relationship with his true love.",0.651315,/2a1drX8CtJn2fzjU6pIPAFKJ2bj.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-06-14,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Life of Vergie Winters,False,6.5,2.0
